Daisy von Scherler Mayer
Margarethe von Trotta
Jürgen Vsych
Johanna Vuoksenmaa
Lana & Lilly Wachowski
Louise Wadley
Kristina Wagenbauer
Maria Wagner
Sally Wainwright
Lucy Walker
Mary Walker-Sawka
Nancy Walker
Dahvi Waller
Aisling Walsh
Dearbhla Walsh
Shannon Walsh
Laura Wandel
Aloha Wanderwell
Lulu Wang
Rachel Ward
Sarah Watt
Kim Wayans
Dreya Weber
Lois Weber
Zhao Wei
Claudia Weill
Leilah Weinraub
Andrea Weiss
Valerie Weiss
Aerlyn Weissman
Yvonne Welbon
Audrey Wells
Charlotte Wells
Christine Welsh
Jiang Wenli
Lina Wertmüller
Anne Wheeler
Sherry White
Susanna White
Roxann Whitebean
Kanchi Wichmann
Joyce Wieland
Nettie Wild
Olivia Wilde
Dawn Wilkinson
Dena Williams
JoBeth Williams
Tucky Williams
Georgina Willis
Chandra Wilson
Lois Wilson
Margery Wilson
Sandy Wilson
Doris Wishman
Agnieszka Wojtowicz-Vosloo
Christie Will Wolf
Mariloup Wolfe
Joyce Wong
Victoria Wood
Kate Woods
Jacqueline Wright
Robin Wright
Alice Wu
Xue Xiaolu
Naoko Yamada
Tizuka Yamasaki
Chikako Yamashiro
Yūki Yamato
Cathy Yan
Ruby Yang
Yong-hi Yang
Pamela Yates
Linda Yellen
Ning Ying
Suzi Yoonessi
Yumi Yoshiyuki
Aleysa Young
Heather Young
Byun Young-joo
Nathalie Younglai
Asia Youngman
Jessica Yu
Samia Zaman
Sara Zandieh
Yolande Zauberman
Jasmila Žbanić
Ona Zee
Maryanne Zéhil
Mai Zetterling
Chenyang Zhao
Chloé Zhao
Zhang Nuanxin
Monica Zanetti
Binka Zhelyazkova
Lydia Zimmermann
Magdalena Zyzak
