Sophie Goyette
Marita Grabiak
Briar Grace-Smith
Debra Granik
Anais Granofsky
Lee Grant
Susannah Grant
Janet Greek
Lynnie Greene
Amy Greenfield
Lauren Greenfield
Maggie Greenwald
Annie Griffin
Allison Grodner
Esther Gronenborn
Patricia Gruben
Aurora Guerrero
Gigi Saul Guerrero
Luce Guilbeault
Sonali Gulati
Xiaolu Guo
Jasmine Guy
Alice Guy-Blaché
Maggie Gyllenhaal
Alli Haapasalo
Joana Hadjithomas
Lucile Hadžihalilović
Mona Zandi Haghighi
Helen Haig-Brown
Randa Haines
Maha Haj
Pam Hall
Sachi Hamano
Lisa Gay Hamilton
Sylvia Hamilton
Tanya Hamilton
Barbara Hammer
Sanaa Hamri
Michelle Handelman
Kristin Hanggi
Teresa Hannigan
Marion Hänsel
Mia Hansen-Løve
Banchi Hanuse
Neasa Hardiman
Catherine Hardwicke
Mariska Hargitay
Alicia K. Harris
Danielle Harris
Emily Harris
Mary Harron
Jackée Harry
Bobbi Jo Hart
Melissa Joan Hart
Phoebe Hart
Gail Harvey
Jessica Hausner
Goldie Hawn
Gwen Haworth
Salma Hayek
Helaine Head
Leslye Headland
Julie Hébert
Anne Heche
Jen Heck
Amy Heckerling
Sian Heder
Birgit Hein
Manijeh Hekmat
Marielle Heller
Katherine Helmond
Heather Hemmens
Felicia D. Henderson
Maryam Henein
Jill Hennessy
Astrid Henning-Jensen
Kathleen Hepburn
Jennifer Love Hewitt
Sachiko Hidari
Heather Hill
Cheryl Hines
Ivy Ho
Lyndall Hobbs
Victoria Hochberg
Tamar Simon Hoffs
Joanna Hogg
Agnieszka Holland
Helen Holmes
Peggy Holmes
Nicole Holofcener
Mahboubeh Honarian
Solveig Hoogesteijn
Zoe Leigh Hopkins
Gwyneth Horder-Payton
Rebecca Horn
Mars Horodyski
Anna Maria Horsford
Joan Horvath
Sally El Hosaini
Dianne Houston
Bryce Dallas Howard
Tiffany Hsiung
Tasha Hubbard
Bronwen Hughes
Ann Hui
Danielle Huillet
Bonnie Hunt
Courtney Hunt
Helen Hunt
Nicki Hunter
Tonya Hurley
Zora Neale Hurston
Anjelica Huston
Sophie Hyde
Ansa Ikonen
Indrani
Dana Inkster
Laura Innes
Nyla Innuksuk
Diana Lee Inosanto
Bodil Ipsen
Elisapie Isaac
Debbie Isitt
Lula Ali Ismaïl
Madeline Ivalu
Julia Crawford Ivers
Sangita Iyer
Mehreen Jabbar
Annemarie Jacir
Lisa Jackson
Katie Jacobs
Sarah Jacobson
Jeong Jae-eun
Wanda Jakubowska
Anna Elizabeth James
Annabel Jankel
Agnès Jaoui
Sophie Jarvis
Kathleen Jayme
Marianne Jean-Baptiste
Christine Jeffs
Patty Jenkins
Tamara Jenkins
Caytha Jentis
Katherine Jerkovic
Slater Jewell-Kemker
Renuka Jeyapalan
Xiao Jiang
Liu Jiayin
Xu Jinglei
Stephanie Johnes
Amy Jo Johnson
Karen Johnson
Kirsten Johnson
Angelina Jolie
Stephanie Joline
Amy Holden Jones
G. B. Jones
Rachel Leah Jones
Meryam Joobeur
Hella Joof
Yashira Jordán
Mary Jordan
Elena Jordi
Nana Jorjadze
Suma Josson
Petra Joy
Maureen Judge
Miranda July
July Jung
Ingrid Jungermann
Marie-Ève Juste
Wanuri Kahiu
Shahnewaz Kakoli
Kelley Kali
Alex Kalymnios
Deborah Kampmeier
Ellie Kanner
Nelly Kaplan
Betty Kaplan
Deborah Kaplan
Prema Karanth
Niki Karimi
Anna Karina
Alexa Karolinski
Matia Karrell
Nicole Kassell
Daphna Kastner
Nancy Kates
Sandra Kaudelka
Ish Amitoj Kaur
Mariko Kawana
Naomi Kawase
Diane Keaton
Elodie Keene
Alan Rowe Kelly
Jennifer Kent
Elza Kephart
Amanda Kernell
Sarah Kernochan
Joanna Kerns
T'Keyah Crystal Keymáh
Dorota Kędzierzawska
Noura Kevorkian
Farah Khan
Callie Khouri
Beeban Kidron
Kaleena Kiff
Ceyda Aslı Kılıçkıran
Clare Kilner
Gloria Ui Young Kim
Jacqueline Kim
So Yong Kim
Regina King
Eilis Kirwan
Eriko Kitagawa
Bonnie Sherr Klein
Karen Knox
Ana Kokkinos
Kathy Kolla
Frances Koncan
Larysa Kondracki
Sudha Kongara
Barbara Kopple
Torill Kove
Leonie Krippendorff
Ellen Kuras
Diane Kurys
Karyn Kusama
Ayten Kuyululu
Julia Kwan
Sandra Kybartas
Nadine Labaki
Vlasta Lah
Christine Lahti
Kalpana Lajmi
Karen Lam
Evelyn Lambart
Alix Lambert
Mary Lambert
Micheline Lanctôt
Jessica Landaw
Valerie Landsburg
Samantha Lang
Yelena Lanskaya
Tanya Lapointe
Brie Larson
Michelle Latimer
Clara Law
Teza Lawrence
Tracie Laymon
Alexandra Lazarowich
Margaret Lazarus
Elizabeth Lazebnik
Lauren Lazin
Caroline Leaf
Jeanne Leblanc
Alexandra Leclère
Mimi Leder
Carinne Leduc
Georgia Lee
Helen Lee
Iara Lee
Jennifer Lee
Karin Lee
Min Sook Lee
Sook-Yin Lee
Wendee Lee
Kat Lehmer
Jennifer Jason Leigh
Julia Leigh
Rita Leistner
Valérie Lemercier
Kasi Lemmons
Marquise Lepage
Glory Leppänen
Chloé Leriche
Mira Lesmana
Chandler Levack
Naomi Levine
Anne Lévy-Morelle
Mary Lewis
Sharon Lewis
Li Yu
Leslie Libman
Yin Lichuan
Allison Liddi-Brown
Rakel Liekki
Sharon Liese
Georgina Lightning
Nnegest Likké
Desiree Lim
Caroline Link
Tatyana Lioznova
Christine Lipinska
Marion Lipschutz
Lynne Littman
Renata Litvinova
Jennie Livingston
Ma Liwen
Claudia Llosa
Phyllida Lloyd
Jayne Loader
Sondra Locke
Barbara Loden
Julia Loktev
Brenda Longfellow
Kim Longinotto
Kamala Lopez
Sophie Lorain
Ariane Louis-Seize
Juliana Luecking
Agnieszka Lukasiak
Kátia Lund
Luo Luo
Ida Lupino
Joy Lusco
Noémie Lvovsky
Lottie Lyell
Dorothy Lyman
Tucia Lyman
Jennifer Lynch
Lisbeth Lynghøft
Gillian Lynne
Kate Maberly
Tina Mabry
Hettie MacDonald
Shauna MacDonald
Michelle MacLaren
Angelina Maccarone
Allison Mack
Barbie MacLaurin
Alison Maclean
Aoife Madden
Mary Madeiras
Madhumitha
Madonna
Maria Maggenti
Adriana Maggs
Sharon Maguire
Donatella Maiorca
Maïwenn
Taru Mäkelä
Hana Makhmalbaf
Samira Makhmalbaf
Sarah Maldoror
Yassamin Maleknasr
Anna Malle
Nancy Malone
Laura Mañá
Gail Mancuso
Babette Mangolte
Suhasini Maniratnam
Ami Canaan Mann
Andrea MannÉmilie Mannering
Michelle Manning
Dinah Manoff
Auli Mantila
Sophie Marceau
Frances Marion
Eisha Marjara
Giulia Marletta
Alina Marazzi
Joanne Marcotte
Guylaine Maroist
Liz Marshall
Penny Marshall
Tonie Marshall
Lucrecia Martel
Catherine Martin
Darnell Martin
Aurora Martinez
Marsha Mason
Laetitia Masson
Mary Stuart Masterson
Anna Mastro
Jean Mathieson
Yasmine Mathurin
Tomoko Matsunashi
Gail Maurice
Elaine May
Juliet May
Melanie Mayron
Patricia Mazuy
Trish McAdam
Aoife McArdle
Elske McCain
Beth McCarthy-Miller
Claire McCarthy
Naomi McCormack
Jennette McCurdy
Paulette McDonagh
Sally McDonald
Francine McDougall
Christine McGlade
Molly McGlynn
Mary McGuckian
Danica McKellar
Ashley McKenzie
Nancy McKeon
Gillian McKercher
Tawnia McKiernan
Sheila McLaughlin
Carolyn McMaster
Chelsea McMullan
Lucile McVey
Nancy Meckler
Ann Medina
Stella Meghie
Anisa Mehdi
Deepa Mehta
Vijaya Mehta
Hu Mei
Ursula Meier
Anna Melikian
Kay Mellor
Linda Mendoza
Weyni Mengesha
Nina Menkes
Anjali Menon
Melanie Merkosky
Natalya Merkulova
Agnès Merlet
Marzieh Meshkini
Márta Mészáros
Leah Meyerhoff
Nancy Meyers
Liu Miaomiao
Maude Michaud
Vanessa Middleton
Anne-Marie Miéville
Ina Mihalache
Gia Milani
Tamineh Milani
Amy Miller
Elisa Miller
Rebecca Miller
Sharron Miller
Jacquelyn Mills
Pilar Miró
Fawzia Mirza
Efrat Mishori
Adrienne Mitchell
Dorothea Mitchell
Martha Mitchell
Monika Mitchell
Jill Mitwell
Ariane Mnouchkine
Siue Moffat
Tracey Moffat
Hengameh Mofid
Michelle Mohabeer
Hillie Molenaar
Josefina Molina
Karen Moncrieff
Nadine Monfils
Caroline Monnet
Adriana Monti
Christine Moore
Jocelyn Moorhouse
Soudabeh Moradian
Jeanne Moreau
Yolande Moreau
Wendy Morgan
Stephanie Morgenstern
Makoto Moriwaki
Carol Morley
Judy Morris
Dee Mosbacher
Kim Moses
Emilia Mosquito
Granaz Moussavi
Jasmin Mozaffari
Katharina Mückstein
Nimisha Mukerji
April Mullen
Kira Muratova
Beth Murphy
Colleen Murphy
Alison Murray
Tosca Musk
Jinna Mutune
Anna Muylaert
Gloria Muzio
Toni Myers
Léa Mysius
Dana Nachman
Fanta Régina Nacro
Ruba Nadda
Janice Nadeau
Phyllis Nagy
Mira Nair
Najwa Najjar
Laurel Nakadate
Shasha Nakhai
Isabelle Nanty
Darlene Naponse
Terre Nash
Sandra Nashaat
Afia Nathaniel
Zarqa Nawaz
Anjali Nayar
Lynne Naylor
Mariam Ndagire
Jennifer Yuh Nelson
Laura Neri
Shirin Neshat
Jennifer Siebel Newsom
Carol Nguyen
Jill Nicholls
Lisa Niemi
Jessica Nilsson
Mika Ninagawa
Vijaya Nirmala
Miwa Nishikawa
Michelle Nolden
Peg Norman
Mabel Normand
Isabel Noronha
Elvira Notari
Lily Nottage
Maria Novaro
Lynn Novick
Radda Novikova
Cherie Nowlan
Marti Noxon
Mipo O
Claire Oakley
Kim O'Bomsawin
Katharine O'Brien
Shelagh O'Brien
Renee O'Connor
Alice O'Fredericks
Eileen O'Meara
Alanis Obomsawin
Diane Obomsawin
Paula van der Oest
Naoko Ogigami
Mipo Oh
Linda Ohama
Annette K. Olesen
Susan Oliver
Madeleine Olnek
Jenni Olson
Gulshat Omarova
Yoko Ono
Midi Onodera
Ngozi Onwurah
Suemay Oram
Ruth Orkin
Renée Oro
Katrin Ottarsdóttir
Ulrike Ottinger
Halima Ouardiri
Jackie Oudney
Akosua Adoma Owusu
Jan Oxenberg
Nisha Pahuja
Indrani Pal-Chaudhuri
Euzhan Palcy
Gail Palmer
Sai Paranjpye
Véréna Paravel
Megan Park
Claire Parker
Francine Parker
Gudrun Parker
Molly Parker
Pratibha Parmar
Laura Parnes
Christine Pascal
Stacie Passon
Lesley Ann Patten
Paula Patton
Nelofer Pazira
Barbara Peeters
Kimberly Peirce
Andrée Pelletier
Francine Pelletier
Alexandra Pelosi
Nadine Pequeneza
Sumitra Peries
Cristina Perincioli
Janet Perlman
Ellen Perry
Donna Pescow
Kristine Peterson
Lori Petty
Jennifer Phang
Carmine Pierre-Dufour
Ileana Pietrobruno
Lydia Dean Pilcher
Justine Pimlott
Carol Pineau
Agnieszka Piotrowska
Mary Kay Place
Jennifer Podemski
Amy Poehler
Anne Claire Poirier
Laura Poitras
Lindsey Pollard
Sarah Polley
Léa Pool
Leanne Pooley
Cynthia J. Popp
Lourdes Portillo
Natalie Portman
Franka Potente
Sally Potter
Brigitte Poupart
Deborah Pratt
Olga Preobrazhenskaya
Ellen S. Pressman
Gaylene Preston
Carrie Preston
Claire Prieto
Gina Prince-Bythewood
Kardeisha Provo
Lkhagvadulam Purev-Ochir
Vivian Qu
Gracia Querejeta
Katell Quillévéré
Joanna Quinn
Tahani Rached
Deborah Raffin
Eliane Raheb
Yvonne Rainer
Rajashree
Soundarya Rajinikanth
Peggy Rajski
Bhanumathi Ramakrishna
Lynne Ramsay
Suze Randall
Roopa Rao
Jenny Raskin
Irma Raush
Olga Rautenkranzová
Trisha Ray
Amy Redford
Cleo Reece
Jennifer Reeder
Dee Rees
Kelly Reichardt
Halina Reijn
Lotte Reiniger
Catherine Reitman
Revathi
Shabnam Rezaei
Shonda Rhimes
Cloudy Rhodes
Andrea Giles Rich
Chantal Richard
Miranda Richardson
Patricia Richardson
Salli Richardson
Yoruba Richen
Lisa Rideout
Leni Riefenstahl
Nicole Riegel
Patricia Riggen
Diana Ringo
Tristan Risk
Marialy Rivas
Joan Rivers
Chloé Robichaud
Angela Robinson
Jennifer Kaytin Robinson
Julie Anne Robinson
Melanie Rodriga
Lina Rodriguez
Rosemary Rodriguez
Gerry Rogers
Juliana Rojas
Sophy Romvari
Bethany Rooney
Jeanne Roques
Alison E. Rose
Lee Rose
Sue Rose
Elizabeth Allen Rosenbaum
Rose Rosenblatt
Tatia Rosenthal
Theola Ross
Tracee Ellis Ross
Vanessa Roth
Stephanie Rothman
Brigitte Roüan
Candida Royalle Patricia Rozema
Catarina Ruivo
Marisa Ryan
Marja-Lewis Ryan
Jocelyne Saab
Randa Chahal Sabag
Lynne Sachs
Jean Sagal
Leontine Sagan
Michelle St. John
Annie St-Pierre
Marie-Josée Saint-Pierre
Tazuko Sakane
Gabriela Samper
Helke Sander
Helma Sanders-Brahms
Isabel Sandoval
Arlene Sanford
Sangeeta
Satarupa Sanyal
Shamim Sarif
Valeria Sarmiento
Inoka Sathyangani
Shimako Satō
Marjane Satrapi
Tina Satter
Brigitte Sauriol
Savitri
Nancy Savoca
Lorene Scafaria
Lone Scherfig
Suzanne Schiffman
Greta Schiller
Jillian Schlesinger
Roslyn Schwartz
Céline Sciamma
Jordan Scott
Cynthia Scott
Nell Scovell
Beverly Sebastion
Lorraine Segato
Susan Seidelman
Amy Seimetz
Emma Seligman
Arna Selznick
Yoshiko Sembon
Aparna Sen
Lorraine Senna
Amy Serrano
Coline Serreau
Mary Sexton
Beverly Shaffer
Lee Shallat-Chemel
Meher Afroz Shaon
Kathleen Shannon
Jessica Sharzer
Helen Shaver
Tal Shefi
Adrienne Shelly
Angela Shelton
Lynn Shelton
Millicent Shelton
Tali Shemesh
Larisa Shepitko
Kirsten Sheridan
Amy Sherman-Palladino
Cindy Sherman
Domee Shi
Ann Shin
Sofia Shinas
Nell Shipman
Tiffany Shlain
Tima Shomali
Cate Shortland
Esfir Shub
Mina Shum
Huang Shuqin
Mrs. Sidney Drew
Trish Sie
Evann Siebens
Lois Siegel
Floria Sigismondi
Joan Micklin Silver
Barbara Simmons
Carla Simón
Lisa Simon
Ellen Simpson
Madeleine Sims-Fewer
Anne-Marie Sirois
Thérèse Sita-Bella
Kari Skogland
Holly Goldberg Sloan
Jean Smith
Alison Snowden
Helena Solberg
Yuliya Solntseva
Frances-Anne Solomon
Julia Solomonoff
Mingmongkol Sonakul
Celine Song
Safiya Songhai
Susan Sontag
Jen and Sylvia Soska
Jane Spencer
Penelope Spheeris
Jill Sprecher
Avigail Sperber
Sylvia Spring
Emily Squires
Yael Staav
Nicole Stamp
Wendey Stanzler
Casandra Stark
J.A. Steel
Paprika Steen
Johanna Stein
Susan Steinberg
Jennifer Steinman
Katherine Stenholm
Martha Stephens
Stella Stevens
Julie Stewart
Ginny Stikeman
Virginia L. Stone
Lynne Stopkewich
Brett Story
Barbra Streisand
Susan Strickler
Susan Stroman
Amanda Strong
Vera Stroyeva
Sara Sugarman
Sabiha Sumar
Vaishnavi Sundar
Elizabeth Sung
Alla Surikova
Mouly Surya
Lela Swift
Brigitte Sy
Ramata-Toulaye Sy
Małgorzata Szumowska
Elle-Máijá Tailfeathers
Rea Tajiri
Lisa Takeba
Tanya Talaga
Rachel Talalay
Shashwati Talukdar
Bhavna Talwar
Amber Tamblyn
Yuki Tanada
Kinuyo Tanaka
Loveleen Tandan
Cyndi Tang
Amanda Tapping
Nadia Tass
Heather Taylor
Sharine Taylor
Sam Taylor-Wood
Julie Taymor
Sakane Tazuko
Valeria Bruni Tedeschi
Nathalie Teirlinck
Suzie Templeton
Angela Tessinari
Joan Tewkesbury
Lucy Thane
Betty Thomas
Madison Thomas
May Miles Thomas
Pam Thomas
Caroline Thompson
Danièle Thompson
Jessica M. Thompson
Jody Thompson
Lea Thompson
Ninja Thyberg
Wendy Tilby
Ondi Timoner
Victory Tischler-Blue
Stacy Title
Kamala Todd
Loretta Todd
Maria Sole Tognazzi
Pamela Tola
Farkhondeh Torabi
Gariné Torossian
Fina Torres
Pimpaka Towira
Sarah Townsend
Wendy Toye
Mouna Traoré
Lindalee Tracey
Jackie Traverse
Julie Tremble
Monika Treut
Justine Triet
Nadine Trintignant
Lexie Findarle Trivundza
Anne Troake
Fien Troch
Rose Troche
Alice Troughton
Athina Rachel Tsangari
Susan Tully
Marie-Hélène Turcotte
Guinevere Turner
Aisha Tyler
Hermína Týrlová
Liv Ullmann
Sima Urale
Urszula Urbaniak
Esther Valiquette
Agnès Varda; born in Belgium
Flore Vasseur
Pam Veasey
Nicole Védrès
Ajita Suchitra Veera
Norma Safford Vela
Ingrid Veninger
Katherena Vermette
Rhayne Vermette
Chris Vermorcken
Myriam Verreault
Virginie Verrier
Sandrine Veysset
Manuela Viegas
Teresa Villaverde
Vidhu Vincent
Michal Vinik
Bárbara Virgínia
Wiebke von Carolsfeld
Katja von Garnier
